customer_id,segment,first_purchase_date,last_purchase_date,signup_channel,region,age_band
101230,Regular,2023-01-19,2024-12-25,Web,West,45-54
101231,Regular,2023-01-04,2024-10-18,App,North,25-34
101232,Value,2023-01-09,2024-12-19,App,South,25-34
101233,Regular,2023-02-01,2024-01-13,Web,South,35-44
101234,Regular,2023-02-22,2024-12-21,Web,West,45-54
101235,Value,2023-02-09,2024-08-08,Web,West,18-24
101236,Regular,2023-05-13,2024-12-26,App,North,25-34
101237,Regular,2023-02-10,2024-12-08,Web,South,25-34
101238,Value,2023-03-02,2024-12-17,App,East,25-34
101239,Value,2023-02-07,2024-12-29,Web,East,35-44
101240,Bargain,2023-01-08,2024-11-29,Web,North,25-34
101241,Regular,2023-01-31,2024-05-13,Web,West,45-54
101242,Regular,2023-03-01,2024-03-06,Web,South,35-44
101243,Value,2023-01-04,2024-12-30,App,South,25-34
101244,Regular,2023-01-13,2024-06-17,Web,South,35-44
101245,Regular,2023-01-16,2024-10-23,Web,West,45-54
101246,Regular,2023-04-18,2024-12-18,Web,North,45-54
101247,Regular,2023-01-26,2024-12-02,Web,North,35-44
101248,Bargain,2023-04-20,2024-08-21,App,West,35-44
101249,Bargain,2023-08-21,2024-09-23,Store,West,25-34
101250,Value,2023-01-14,2024-12-20,Web,West,35-44
101251,Value,2023-05-12,2024-08-09,App,West,35-44
101252,Value,2023-01-04,2024-12-28,Web,South,25-34
101253,Regular,2023-01-05,2024-10-25,App,East,18-24
101254,Value,2023-01-11,2024-11-28,Web,East,25-34
101255,Bargain,2023-03-07,2024-12-29,Web,South,55+
101256,Regular,2023-01-31,2024-06-28,App,South,35-44
101257,Bargain,2023-02-06,2024-09-29,App,East,18-24
101258,Regular,2023-03-12,2024-10-25,Web,East,18-24
101259,Bargain,2023-08-03,2024-05-07,Web,East,25-34
101260,Value,2023-01-02,2024-11-25,App,East,25-34
101261,Regular,2023-02-12,2023-12-25,App,North,45-54
101262,Regular,2023-01-22,2024-10-16,App,South,18-24
101263,Bargain,2023-01-04,2024-11-04,App,West,55+
101264,Regular,2023-02-18,2024-12-23,Web,South,25-34
101265,Bargain,2023-01-10,2024-11-08,Web,West,45-54
101266,Value,2023-01-09,2024-01-09,Store,East,35-44
101267,Bargain,2023-01-01,2024-10-14,App,West,25-34
101268,Regular,2023-03-19,2023-10-11,Web,East,25-34
101269,Regular,2023-01-07,2024-06-30,App,East,25-34
101270,Bargain,2023-03-12,2024-10-20,App,South,18-24
101271,Regular,2023-02-21,2023-10-19,Web,West,25-34
101272,Regular,2023-01-18,2024-10-16,App,South,35-44
101273,Regular,2023-01-07,2024-08-17,App,South,35-44
101274,Value,2023-01-14,2023-11-04,App,West,25-34
101275,Regular,2023-01-29,2024-12-05,Web,West,18-24
101276,Value,2023-01-26,2024-10-20,App,East,35-44
101277,Value,2023-01-22,2024-11-07,Web,North,25-34
101278,Bargain,2023-03-03,2024-12-30,Web,North,18-24
101279,Regular,2023-02-15,2024-03-01,App,South,25-34
101280,Regular,2023-01-22,2024-10-04,App,West,25-34
101281,Regular,2023-01-13,2024-07-31,App,East,25-34
101282,Regular,2023-05-12,2024-12-08,App,North,18-24
101283,Regular,2023-02-11,2024-10-03,App,East,45-54
101284,Bargain,2023-02-13,2024-12-12,Web,East,45-54
101285,Bargain,2023-03-04,2024-12-22,App,South,25-34
101286,Regular,2023-03-29,2024-12-08,Web,East,35-44
101287,Regular,2023-01-02,2024-12-20,Store,West,45-54
101288,Regular,2023-01-12,2024-06-06,App,North,25-34
101289,Regular,2023-01-14,2024-12-19,Web,East,45-54
101290,Regular,2023-02-25,2024-12-22,Web,West,35-44
101291,Regular,2023-01-11,2024-11-13,App,South,45-54
101292,Regular,2023-03-22,2024-12-09,Store,East,45-54
101293,Regular,2023-01-28,2024-12-11,Web,East,35-44
101294,Regular,2023-03-05,2024-05-22,App,East,45-54
101295,Regular,2023-01-23,2024-04-15,Web,East,18-24
101296,Value,2023-01-23,2024-12-28,App,South,18-24
101297,Value,2023-02-09,2024-12-25,Web,East,45-54
101298,Regular,2023-01-30,2023-10-01,App,East,35-44
101299,Regular,2023-04-20,2024-10-07,App,South,25-34
101300,Regular,2023-01-07,2024-05-01,App,South,18-24
101301,Regular,2023-01-17,2024-11-11,Store,West,25-34
101302,Regular,2023-03-06,2024-12-20,Web,South,18-24
101303,Regular,2023-01-24,2024-03-23,Web,North,35-44
101304,Bargain,2023-02-05,2024-12-13,App,West,35-44
101305,Bargain,2023-05-01,2024-09-12,Web,East,35-44
101306,Regular,2023-05-01,2024-12-07,App,West,18-24
101307,Regular,2023-01-14,2024-12-24,App,South,35-44
101308,Value,2023-01-11,2024-07-03,App,West,35-44
101309,Bargain,2023-02-14,2024-12-21,App,West,18-24
101310,Regular,2023-01-29,2024-10-29,Web,North,25-34
101311,Bargain,2023-01-09,2024-08-22,App,East,45-54
101312,Regular,2023-07-18,2024-12-23,Web,East,55+
101313,Value,2023-01-01,2024-08-18,Web,South,25-34
101314,Value,2023-01-01,2024-12-28,App,South,18-24
101315,Regular,2023-01-12,2024-12-26,App,South,18-24
101316,Regular,2023-02-12,2024-12-20,Web,East,25-34
101317,Value,2023-01-06,2024-12-06,App,West,18-24
101318,Regular,2023-03-13,2024-10-05,Web,North,25-34
101319,Bargain,2023-05-21,2024-12-21,Web,West,25-34
101320,Regular,2023-06-08,2024-05-15,App,West,35-44
101321,Regular,2023-02-09,2024-11-08,Web,East,25-34
101322,Value,2023-02-07,2024-11-18,Web,West,18-24
101323,Regular,2023-02-23,2024-07-01,Web,East,35-44
101324,Regular,2023-03-20,2024-12-20,App,South,35-44
101325,Bargain,2023-04-13,2024-11-04,App,South,25-34
101326,Regular,2023-02-15,2024-12-28,Web,North,35-44
101327,Regular,2023-01-24,2024-11-26,Web,West,25-34
101328,Regular,2023-02-07,2024-12-25,App,South,35-44
101329,Value,2023-03-06,2024-01-13,App,West,45-54
101330,Regular,2023-01-13,2024-10-14,App,South,25-34
101331,Regular,2023-05-17,2024-09-30,Web,East,35-44
101332,Regular,2023-01-02,2024-12-19,App,East,45-54
101333,Bargain,2023-04-14,2024-12-29,App,West,25-34
101334,Bargain,2023-02-21,2024-09-22,App,South,35-44
101335,Bargain,2023-01-31,2024-10-10,Web,South,35-44
101336,Value,2023-04-09,2024-09-11,App,West,55+
101337,Regular,2023-07-14,2023-12-01,Web,West,18-24
101338,Bargain,2023-12-06,2024-07-29,App,North,55+
101339,Regular,2023-03-22,2024-10-29,App,East,35-44
101340,Value,2023-01-23,2024-12-10,Web,South,25-34
101341,Bargain,2023-02-21,2024-10-24,App,South,25-34
101342,Regular,2023-07-06,2024-12-06,Web,East,35-44
101343,Regular,2023-02-12,2024-12-10,Web,South,25-34
101344,Bargain,2023-02-02,2024-08-05,Web,South,25-34
101345,Regular,2023-01-13,2024-12-31,Web,South,55+
101346,Regular,2023-01-16,2024-11-08,Web,West,45-54
101347,Regular,2023-01-16,2024-12-09,Web,South,25-34
101348,Regular,2023-01-04,2024-08-21,App,South,45-54
101349,Value,2023-01-12,2024-12-23,App,West,55+
101350,Regular,2023-04-15,2024-12-20,App,North,18-24
101351,Bargain,2023-03-14,2024-12-12,App,South,55+
101352,Regular,2023-01-18,2024-10-11,Web,South,35-44
101353,Regular,2023-01-01,2024-12-12,Web,North,18-24
101354,Bargain,2023-04-02,2023-04-02,Web,South,18-24
101355,Value,2023-01-11,2024-12-23,App,West,35-44
101356,Regular,2023-01-09,2024-06-25,App,North,25-34
101357,Regular,2023-01-19,2024-08-14,Web,East,25-34
101358,Regular,2023-01-22,2024-12-14,App,South,35-44
101359,Value,2023-01-07,2024-12-14,App,South,18-24
101360,Regular,2023-03-08,2024-07-06,App,East,45-54
101361,Regular,2023-05-09,2024-10-20,App,East,25-34
101362,Regular,2023-01-10,2024-06-15,App,North,25-34
101363,Value,2023-03-20,2024-10-05,App,East,35-44
101364,Regular,2023-02-13,2024-12-27,App,South,18-24
101365,Regular,2023-02-16,2024-12-23,App,North,55+
101366,Regular,2023-03-19,2024-11-28,Web,North,35-44
101367,Value,2023-02-16,2024-10-20,App,South,18-24
101368,Value,2023-02-22,2024-12-02,Web,East,25-34
101369,Regular,2023-02-13,2024-12-19,Web,South,35-44
101370,Value,2023-01-17,2024-12-20,App,East,35-44
101371,Bargain,2023-01-26,2024-05-28,Web,South,45-54
101372,Regular,2023-06-12,2024-12-22,Web,North,25-34
101373,Bargain,2023-02-12,2024-10-15,App,East,35-44
101374,Bargain,2023-01-19,2024-08-16,Web,West,35-44
101375,Value,2023-01-06,2024-10-03,App,North,35-44
101376,Regular,2023-06-10,2024-08-15,Web,West,25-34
101377,Bargain,2023-09-13,2024-10-11,Web,West,35-44
101378,Regular,2023-03-14,2024-02-19,App,North,18-24
101379,Regular,2023-02-15,2024-12-08,App,South,35-44
101380,Regular,2023-01-30,2024-12-12,Web,North,35-44
101381,Value,2023-03-13,2024-12-29,Web,East,25-34
101382,Regular,2023-03-24,2024-05-10,Web,South,18-24
101383,Bargain,2023-02-27,2024-12-12,Web,North,18-24
101384,Bargain,2023-01-01,2023-10-08,Store,South,35-44
101385,Value,2023-01-21,2024-12-20,Store,East,35-44
101386,Regular,2023-02-12,2024-08-09,Web,East,35-44
101387,Regular,2023-04-02,2023-12-15,Web,West,25-34
101388,Bargain,2023-03-12,2024-12-31,Web,North,55+
101389,Value,2023-03-21,2024-09-16,Web,East,45-54
101390,Bargain,2023-02-03,2024-05-31,Web,North,45-54
101391,Bargain,2023-05-24,2024-11-25,Web,North,35-44
101392,Value,2023-01-13,2024-05-05,App,East,25-34
101393,Value,2023-01-11,2024-05-12,App,South,18-24
101394,Bargain,2023-01-17,2024-12-27,App,West,45-54
101395,Value,2023-01-05,2024-12-24,Web,North,55+
101396,Regular,2023-01-03,2024-12-20,Web,South,18-24
101397,Bargain,2023-01-09,2024-06-04,Web,West,35-44
101398,Regular,2023-01-18,2024-10-29,Web,West,25-34
101399,Regular,2023-01-03,2024-11-01,Web,West,35-44
101400,Regular,2023-02-18,2023-10-03,Web,North,25-34
101401,Value,2023-01-10,2024-09-12,App,East,18-24
101402,Bargain,2023-02-16,2024-08-11,App,North,55+
101403,Regular,2023-03-06,2024-12-20,App,South,18-24
101404,Value,2023-01-06,2024-01-26,Web,West,45-54
101405,Regular,2023-01-20,2024-11-18,App,East,55+
101406,Bargain,2023-01-27,2024-12-06,Store,East,18-24
101407,Value,2023-01-26,2024-07-29,Web,South,45-54
101408,Bargain,2023-03-06,2024-12-27,Web,South,45-54
101409,Regular,2023-03-17,2023-09-22,Web,East,25-34
101410,Bargain,2023-01-22,2023-07-17,App,East,45-54
101411,Bargain,2023-01-30,2024-10-21,Store,South,25-34
101412,Bargain,2023-03-05,2024-12-15,App,West,25-34
101413,Bargain,2023-02-01,2024-06-05,App,East,35-44
101414,Value,2023-01-17,2024-10-28,Web,West,45-54
101415,Regular,2023-02-24,2024-04-05,Store,North,18-24
101416,Regular,2023-01-06,2024-12-15,App,East,45-54
101417,Regular,2023-02-11,2024-06-15,Web,East,18-24
101418,Bargain,2023-01-10,2024-12-24,App,North,45-54
101419,Bargain,2023-02-14,2024-12-30,App,South,25-34
101420,Regular,2023-01-19,2023-12-25,Web,North,45-54
101421,Regular,2023-02-01,2024-10-23,App,North,35-44
101422,Regular,2023-02-04,2024-12-20,App,North,25-34
101423,Regular,2023-02-13,2024-12-31,App,East,35-44
101424,Regular,2023-03-25,2024-03-14,Web,West,55+
101425,Regular,2023-02-05,2024-05-05,Web,South,35-44
101426,Value,2023-01-05,2024-09-11,Web,West,45-54
101427,Value,2023-01-06,2024-12-29,Web,North,35-44
101428,Regular,2023-01-02,2024-12-19,Web,East,25-34
101429,Regular,2023-04-17,2024-05-09,Web,East,25-34
101430,Bargain,2023-03-09,2024-11-22,Store,South,25-34
101431,Regular,2023-05-27,2024-11-29,Store,East,25-34
101432,Value,2023-01-24,2023-11-27,App,South,25-34
101433,Value,2023-02-17,2024-12-27,App,East,25-34
101434,Regular,2023-01-15,2024-12-28,Store,South,45-54
101435,Bargain,2023-01-11,2024-10-17,Web,North,35-44
101436,Regular,2023-01-25,2024-09-03,App,South,35-44
101437,Regular,2023-01-12,2023-06-14,App,North,35-44
101438,Bargain,2023-02-07,2024-12-11,Web,South,55+
101439,Bargain,2023-01-24,2024-08-16,Web,East,35-44
101440,Regular,2023-04-10,2024-11-16,App,South,25-34
101441,Value,2023-01-01,2024-11-27,App,East,45-54
101442,Value,2023-01-17,2024-12-24,Store,East,45-54
101443,Value,2023-01-11,2024-12-18,Store,North,18-24
101444,Value,2023-01-18,2024-08-04,Web,South,25-34
101445,Regular,2023-03-05,2023-09-25,Web,North,18-24
101446,Bargain,2023-06-06,2024-11-01,Web,North,25-34
101447,Regular,2023-02-10,2024-11-27,Web,West,25-34
101448,Regular,2023-01-31,2024-11-08,App,North,35-44
101449,Regular,2023-03-27,2024-11-25,Web,South,18-24
101450,Bargain,2023-03-02,2024-05-10,Store,North,25-34
101451,Regular,2023-01-02,2024-12-22,App,West,25-34
101452,Bargain,2023-02-12,2024-07-28,App,North,18-24
101453,Bargain,2023-01-10,2024-08-09,Store,South,25-34
101454,Regular,2023-04-23,2024-12-15,App,West,25-34
101455,Value,2023-02-01,2024-10-08,Web,West,25-34
101456,Regular,2023-01-10,2024-10-17,Store,North,25-34
101457,Regular,2023-01-19,2024-12-24,Web,East,25-34
101458,Bargain,2023-01-05,2024-12-22,App,East,25-34
101459,Regular,2023-02-20,2024-12-17,App,East,18-24
101460,Regular,2023-01-13,2024-04-06,Store,East,35-44
101461,Regular,2023-01-16,2024-11-07,App,South,45-54
101462,Value,2023-01-01,2024-10-05,App,North,45-54
101463,Regular,2023-02-16,2023-10-07,Web,East,18-24
101464,Regular,2023-01-12,2024-10-20,App,South,35-44
101465,Regular,2023-03-30,2024-12-23,Web,West,45-54
101466,Regular,2023-02-12,2024-11-01,App,West,18-24
101467,Regular,2023-03-01,2024-12-24,Web,East,18-24
101468,Regular,2023-01-04,2024-10-12,Web,East,18-24
101469,Value,2023-02-11,2024-10-16,App,South,18-24
101470,Bargain,2023-04-01,2024-11-01,Web,East,18-24
101471,Value,2023-01-21,2024-12-21,App,East,25-34
101472,Value,2023-01-20,2024-12-29,Store,South,18-24
101473,Regular,2023-02-04,2024-09-04,Web,North,45-54
101474,Regular,2023-03-12,2024-09-26,Web,West,25-34
101475,Regular,2023-01-10,2024-03-20,Store,West,45-54
101476,Regular,2023-01-24,2024-12-28,Store,West,18-24
101477,Bargain,2023-01-16,2024-06-15,App,East,45-54
101478,Regular,2023-01-31,2024-05-29,App,South,18-24
101479,Regular,2023-02-02,2024-02-23,Web,South,45-54
101480,Regular,2023-01-07,2024-09-16,App,West,18-24
101481,Value,2023-01-13,2024-12-21,Web,East,18-24
101482,Regular,2023-01-08,2024-09-21,App,North,55+
101483,Regular,2023-01-01,2024-12-03,App,South,35-44
101484,Regular,2023-02-07,2024-12-10,Web,East,25-34
101485,Value,2023-01-01,2024-12-11,App,North,25-34
101486,Bargain,2023-01-04,2024-05-23,Web,East,25-34
101487,Regular,2023-01-03,2024-11-14,Web,West,55+
101488,Bargain,2023-01-11,2024-08-07,Web,West,18-24
101489,Regular,2023-02-11,2024-12-03,Web,West,45-54
101490,Value,2023-01-08,2024-11-14,App,East,18-24
101491,Bargain,2023-01-27,2024-08-12,Web,North,25-34
101492,Regular,2023-05-04,2024-12-15,Web,East,45-54
101493,Regular,2023-03-20,2024-05-12,App,North,25-34
101494,Regular,2023-02-11,2024-12-09,Web,East,35-44
101495,Regular,2023-03-09,2024-10-17,App,West,18-24
101496,Bargain,2023-02-27,2024-11-20,Web,North,18-24
101497,Regular,2023-01-04,2024-10-16,App,West,35-44
101498,Regular,2023-02-03,2024-11-16,Web,South,35-44
101499,Regular,2023-01-31,2024-12-06,App,West,25-34
101500,Regular,2023-01-26,2024-12-15,App,North,18-24
101501,Bargain,2023-02-08,2024-02-13,App,West,35-44
101502,Regular,2023-02-06,2024-10-05,App,West,45-54
101503,Regular,2023-02-05,2024-09-11,App,West,55+
101504,Bargain,2023-01-11,2024-07-22,Web,North,18-24
101505,Regular,2023-02-24,2024-07-20,App,North,35-44
101506,Regular,2023-02-07,2024-12-09,Web,South,25-34
101507,Regular,2023-02-18,2024-01-02,Web,South,55+
101508,Regular,2023-01-29,2024-11-21,App,West,35-44
101509,Regular,2023-01-10,2024-12-02,App,South,35-44
101510,Value,2023-01-31,2024-12-28,Web,North,45-54
101511,Value,2023-02-04,2024-05-02,Web,East,18-24
101512,Regular,2023-02-19,2024-05-29,Web,West,25-34
101513,Regular,2023-01-31,2024-06-11,App,North,45-54
101514,Bargain,2023-04-13,2024-08-12,Web,North,35-44
101515,Regular,2023-01-29,2024-11-10,Web,North,35-44
101516,Value,2023-02-03,2024-11-30,App,West,18-24
101517,Bargain,2023-06-09,2024-12-03,App,West,55+
101518,Value,2023-02-09,2024-03-09,App,West,35-44
101519,Value,2023-01-20,2024-08-15,Store,North,18-24
101520,Regular,2023-01-29,2024-12-02,App,North,55+
101521,Regular,2023-01-18,2024-12-11,App,East,35-44
101522,Bargain,2023-01-13,2024-11-08,Store,East,25-34
101523,Regular,2023-01-10,2024-07-06,App,North,18-24
101524,Regular,2023-01-03,2024-02-06,App,West,25-34
101525,Value,2023-03-01,2024-12-13,App,North,18-24
101526,Regular,2023-06-11,2024-10-29,Web,South,18-24
101527,Regular,2023-03-31,2024-10-03,Web,East,25-34
101528,Value,2023-01-20,2024-12-27,App,East,25-34
101529,Regular,2023-01-22,2024-07-10,Web,North,18-24
101530,Regular,2023-01-13,2023-06-24,App,West,35-44
101531,Value,2023-01-25,2024-12-15,App,North,35-44
101532,Regular,2023-01-21,2024-12-12,Web,West,18-24
101533,Regular,2023-01-16,2023-12-12,App,West,25-34
101534,Value,2023-01-11,2024-12-17,App,East,18-24
101535,Regular,2023-01-09,2023-12-29,Store,North,55+
101536,Regular,2023-02-03,2024-06-01,Web,South,18-24
101537,Regular,2023-02-02,2024-12-13,App,West,25-34
101538,Bargain,2023-01-15,2024-12-09,App,North,25-34
101539,Regular,2023-02-10,2024-12-24,Web,West,25-34
101540,Bargain,2023-01-04,2024-10-25,Web,West,45-54
101541,Regular,2023-05-29,2023-10-28,App,South,55+
101542,Regular,2023-04-24,2024-07-14,App,South,25-34
101543,Value,2023-01-08,2024-12-17,Web,North,18-24
101544,Regular,2023-02-06,2023-12-11,App,South,18-24
101545,Regular,2023-01-20,2024-11-11,App,South,18-24
101546,Regular,2023-03-12,2024-09-14,Web,East,25-34
101547,Regular,2023-03-17,2024-12-26,Store,South,25-34
101548,Regular,2023-05-18,2024-05-13,App,East,35-44
101549,Regular,2023-03-19,2023-12-20,App,West,45-54
101550,Value,2023-01-08,2024-12-18,Web,South,25-34
101551,Regular,2023-01-12,2024-02-21,Web,East,25-34
101552,Regular,2023-02-17,2024-11-22,App,South,35-44
101553,Regular,2023-02-03,2024-08-19,Web,West,25-34
101554,Regular,2023-04-01,2023-11-21,App,West,25-34
101555,Regular,2023-01-29,2024-09-25,App,North,25-34
101556,Bargain,2023-02-23,2024-11-28,Web,East,35-44
101557,Regular,2023-01-20,2024-06-09,Web,South,18-24
101558,Regular,2023-01-30,2024-12-07,App,South,35-44
101559,Bargain,2023-03-06,2024-01-26,App,North,25-34
101560,Bargain,2023-05-30,2024-08-23,Web,West,18-24
101561,Regular,2023-01-10,2024-12-14,Web,West,55+
101562,Bargain,2023-08-16,2024-06-21,Web,East,55+
101563,Bargain,2023-03-20,2024-11-04,App,South,45-54
101564,Regular,2023-02-01,2024-12-16,Web,South,35-44
101565,Regular,2023-05-13,2024-12-18,Web,East,18-24
101566,Value,2023-02-10,2024-12-20,Web,South,25-34
101567,Value,2023-01-12,2024-11-27,Web,North,18-24
101568,Regular,2023-02-19,2024-12-08,Web,South,25-34
101569,Regular,2023-01-14,2024-12-14,Web,North,35-44
101570,Regular,2023-05-25,2024-12-11,App,South,18-24
101571,Regular,2023-01-08,2024-11-22,App,South,35-44
101572,Regular,2023-01-11,2024-12-12,App,South,25-34
101573,Bargain,2023-02-22,2024-07-29,Web,North,55+
101574,Value,2023-01-08,2024-10-14,App,South,35-44
101575,Regular,2023-02-22,2024-12-03,App,South,25-34
101576,Regular,2023-02-10,2024-10-29,Web,East,18-24
101577,Bargain,2023-02-26,2024-12-11,Web,West,18-24
101578,Bargain,2023-01-13,2024-03-19,App,North,55+
101579,Bargain,2023-09-24,2024-12-26,App,West,25-34
101580,Bargain,2023-02-12,2024-11-07,Web,South,25-34
101581,Regular,2023-01-20,2024-11-29,Web,East,18-24
101582,Regular,2023-01-05,2024-11-24,App,West,45-54
101583,Regular,2023-03-07,2024-10-03,Web,South,35-44
101584,Regular,2023-01-03,2024-11-22,App,North,18-24
101585,Bargain,2023-03-07,2024-03-07,App,North,45-54
101586,Regular,2023-01-25,2024-11-22,Store,East,45-54
101587,Regular,2023-01-04,2024-10-29,App,North,25-34
101588,Regular,2023-01-18,2024-12-11,Store,South,35-44
101589,Value,2023-01-12,2024-12-24,Web,East,25-34
101590,Value,2023-01-08,2024-03-23,App,West,25-34
101591,Value,2023-01-24,2024-12-09,Web,East,35-44
101592,Bargain,2023-04-01,2024-10-02,Web,South,18-24
101593,Regular,2023-01-08,2024-11-27,Web,West,25-34
101594,Bargain,2023-02-15,2024-10-24,App,East,25-34
101595,Regular,2023-03-08,2024-02-12,App,South,55+
101596,Value,2023-01-16,2023-12-12,Store,North,45-54
101597,Value,2023-01-19,2024-11-13,App,South,25-34
101598,Bargain,2023-03-13,2024-02-08,App,South,55+
101599,Regular,2023-01-08,2024-12-31,Web,South,18-24
101600,Bargain,2023-01-03,2023-11-06,App,South,35-44
101601,Value,2023-01-16,2023-11-19,App,North,25-34
101602,Regular,2023-01-29,2024-08-28,Web,West,35-44
101603,Bargain,2023-07-29,2024-02-04,Web,South,35-44
101604,Regular,2023-01-02,2024-09-22,App,North,35-44
101605,Regular,2023-01-10,2024-06-11,Store,South,35-44
101606,Bargain,2023-01-08,2024-10-22,Web,West,35-44
101607,Regular,2023-03-08,2023-10-26,App,West,55+
101608,Regular,2023-01-19,2024-02-22,Store,East,45-54
101609,Regular,2023-01-15,2024-06-06,App,West,45-54
101610,Regular,2023-03-03,2024-12-27,App,North,35-44
101611,Regular,2023-04-12,2024-05-11,App,East,25-34
101612,Regular,2023-01-04,2024-12-24,Web,North,25-34
101613,Regular,2023-03-06,2023-07-09,Web,South,35-44
101614,Bargain,2023-03-01,2024-11-29,App,North,18-24
101615,Regular,2023-03-01,2023-12-14,Web,North,45-54
101616,Value,2023-01-16,2024-12-20,Web,West,25-34
101617,Regular,2023-02-25,2024-12-20,App,East,35-44
101618,Bargain,2023-02-22,2024-07-21,App,South,45-54
101619,Value,2023-01-09,2024-11-30,Web,East,45-54
101620,Regular,2023-03-13,2024-12-12,App,North,35-44
101621,Regular,2023-01-28,2024-03-15,App,East,18-24
101622,Bargain,2023-02-13,2024-01-31,Web,West,35-44
101623,Value,2023-03-08,2024-10-09,App,West,35-44
101624,Regular,2023-01-04,2024-07-21,Web,North,25-34
101625,Regular,2023-03-15,2024-07-27,Web,North,25-34
101626,Regular,2023-02-23,2024-12-26,Store,West,25-34
101627,Value,2023-02-19,2024-12-08,App,North,25-34
101628,Value,2023-02-13,2024-07-30,Web,North,55+
101629,Regular,2023-07-12,2024-12-23,App,East,25-34
101630,Regular,2023-01-28,2024-12-30,Store,South,55+
101631,Bargain,2023-04-20,2023-07-26,Web,East,35-44
101632,Regular,2023-03-02,2024-12-15,App,North,35-44
101633,Regular,2023-03-08,2024-11-30,Web,East,18-24
101634,Bargain,2023-03-25,2024-09-21,App,North,25-34
101635,Regular,2023-09-07,2024-08-13,Web,North,45-54
101636,Regular,2023-04-17,2023-11-30,Web,North,25-34
101637,Bargain,2023-01-27,2024-11-06,App,South,35-44
101638,Regular,2023-01-11,2024-12-23,Web,South,35-44
101639,Regular,2023-01-30,2024-10-21,Store,West,25-34
101640,Regular,2023-02-02,2024-12-12,App,North,45-54
101641,Value,2023-01-18,2024-12-24,Web,West,25-34
101642,Regular,2023-04-20,2024-12-16,App,East,45-54
101643,Regular,2023-01-03,2023-09-03,App,East,45-54
101644,Value,2023-01-08,2024-12-20,App,West,18-24
101645,Regular,2023-02-27,2024-01-07,Web,South,25-34
101646,Regular,2023-05-13,2024-05-29,App,West,45-54
101647,Regular,2023-03-21,2024-04-14,Web,West,55+
101648,Bargain,2023-01-22,2024-12-01,Store,East,18-24
101649,Bargain,2023-01-31,2024-01-28,App,South,25-34
101650,Regular,2023-02-01,2024-10-31,Web,South,55+
101651,Regular,2023-01-19,2024-09-25,App,West,55+
101652,Regular,2023-03-01,2024-12-21,Web,South,45-54
101653,Value,2023-01-27,2024-12-31,Web,South,25-34
101654,Bargain,2023-05-16,2024-06-28,Web,West,55+
101655,Regular,2023-02-15,2024-12-01,App,South,25-34
101656,Regular,2023-01-19,2024-11-03,Store,West,35-44
101657,Bargain,2023-07-11,2024-12-02,App,South,35-44
101658,Regular,2023-03-16,2024-12-09,Web,South,35-44
101659,Value,2023-01-03,2024-12-25,App,West,18-24
101660,Value,2023-01-03,2023-11-06,Web,North,35-44
101661,Regular,2023-01-19,2024-12-01,Store,West,18-24
101662,Regular,2023-03-06,2024-04-15,App,East,45-54
101663,Regular,2023-01-27,2024-11-25,Web,North,18-24
101664,Bargain,2023-01-27,2023-06-14,Web,East,45-54
101665,Bargain,2023-01-19,2024-12-08,Web,South,35-44
101666,Bargain,2023-05-17,2024-11-24,App,North,25-34
101667,Regular,2023-01-07,2024-11-29,Web,North,55+
101668,Value,2023-01-09,2024-06-12,Store,South,25-34
101669,Bargain,2023-02-13,2024-09-04,App,North,55+
101670,Regular,2023-03-28,2024-11-07,Web,South,25-34
101671,Regular,2023-01-27,2023-08-03,Web,South,55+
101672,Regular,2023-03-14,2024-12-16,App,South,25-34
101673,Value,2023-01-09,2024-11-17,App,East,18-24
101674,Regular,2023-01-28,2024-08-18,App,West,18-24
101675,Bargain,2023-02-04,2024-08-13,App,South,35-44
101676,Regular,2023-02-02,2024-11-27,Web,North,18-24
101677,Regular,2023-03-07,2024-12-07,Store,North,35-44
101678,Bargain,2023-01-15,2024-11-19,Store,East,18-24
101679,Regular,2023-01-09,2024-12-05,App,South,25-34
101680,Regular,2023-04-06,2024-11-26,Web,West,35-44
101681,Bargain,2023-01-16,2024-12-21,App,East,25-34
101682,Regular,2023-01-29,2024-09-25,App,North,55+
101683,Regular,2023-01-16,2024-09-14,App,West,25-34
101684,Value,2023-01-04,2023-12-10,App,West,35-44
101685,Regular,2023-09-01,2024-12-08,App,North,25-34
101686,Regular,2023-01-16,2024-12-31,Web,South,25-34
101687,Regular,2023-01-14,2024-11-20,App,South,55+
101688,Regular,2023-01-06,2024-12-22,Web,East,35-44
101689,Regular,2023-01-10,2024-11-05,Web,North,55+
101690,Regular,2023-01-16,2024-12-02,Web,East,18-24
101691,Bargain,2023-03-08,2024-10-18,App,North,25-34
101692,Regular,2023-03-09,2024-12-15,App,South,35-44
101693,Regular,2023-02-12,2024-09-17,App,East,35-44
101694,Regular,2023-01-08,2024-12-18,App,West,25-34
101695,Regular,2023-03-11,2023-09-14,Store,East,25-34
101696,Value,2023-02-20,2024-09-10,App,South,45-54
101697,Regular,2023-01-14,2024-07-05,App,West,25-34
101698,Bargain,2023-02-04,2024-10-20,App,North,18-24
101699,Regular,2023-02-10,2024-12-16,App,East,18-24
101700,Bargain,2023-04-24,2024-01-28,Web,West,35-44
101701,Bargain,2023-02-10,2024-09-22,Web,East,18-24
101702,Regular,2023-02-01,2024-12-06,Store,East,45-54
