transaction_id,customer_id,order_date,gross_value,items,channel,category,discount_pct,region,payment_method,net_value,customer_segment
18974,101115,2023-03-05,81.44,4,Web,Sports,0.0,West,Wallet,81.44,Value
18975,101115,2023-03-08,77.29,2,Web,Electronics,3.82,East,Card,74.33,Value
18976,101115,2023-04-09,30.2,5,App,Sports,0.0,West,Card,30.2,Value
18977,101115,2023-06-24,57.54,3,App,Fashion,8.1,South,UPI,52.88,Value
18978,101115,2023-06-26,110.58,4,Web,Home,2.29,West,Card,108.05,Value
18979,101115,2023-07-02,57.31,3,Web,Grocery,17.66,North,Card,47.19,Value
18980,101115,2023-07-30,51.01,4,App,Fashion,3.43,East,Card,49.26,Value
18981,101115,2023-07-31,273.02,3,Web,Fashion,2.57,North,Card,266.01,Value
18982,101115,2023-12-01,50.0,4,App,Grocery,0.0,West,Wallet,50.0,Value
18983,101115,2023-12-25,189.83,1,App,Electronics,3.88,North,COD,182.47,Value
18984,101115,2024-02-03,220.67,6,App,Grocery,0.0,West,Card,220.67,Value
18985,101115,2024-02-19,121.46,2,Web,Home,3.22,East,Card,117.55,Value
18986,101115,2024-03-13,64.67,3,App,Grocery,2.82,North,UPI,62.85,Value
18987,101115,2024-04-17,184.07,3,App,Beauty,12.02,South,Card,161.95,Value
18988,101115,2024-04-21,89.93,4,Web,Sports,1.49,North,Card,88.59,Value
18989,101115,2024-05-18,97.98,4,App,Electronics,5.32,East,Wallet,92.76,Value
18990,101115,2024-05-21,36.97,2,App,Home,11.83,East,Wallet,32.6,Value
18991,101115,2024-05-22,101.2,2,App,Beauty,0.0,North,Card,101.2,Value
18992,101115,2024-06-25,67.26,4,Web,Grocery,7.2,East,Card,62.42,Value
18993,101115,2024-06-28,98.45,1,Web,Grocery,10.35,East,UPI,88.27,Value
18994,101115,2024-07-05,72.23,1,Web,Sports,12.74,North,UPI,63.03,Value
18995,101115,2024-08-06,26.79,2,Web,Beauty,8.64,North,UPI,24.47,Value
18996,101115,2024-10-07,119.89,3,Web,Grocery,13.61,South,Card,103.57,Value
18997,101115,2024-10-25,118.13,1,Web,Home,5.18,South,COD,112.01,Value
18998,101115,2024-11-22,51.57,7,App,Grocery,10.01,West,COD,46.41,Value
18999,101115,2024-11-28,72.24,2,Store,Electronics,1.4,West,Card,71.22,Value
19000,101115,2024-12-12,55.77,5,App,Home,0.0,South,Card,55.77,Value
19001,101115,2024-12-13,51.44,5,App,Sports,2.93,East,UPI,49.93,Value
19002,101116,2023-01-22,100.09,4,App,Sports,2.55,South,Card,97.54,Value
19003,101116,2023-02-09,62.0,4,App,Home,18.93,West,Card,50.27,Value
19004,101116,2023-03-06,47.07,3,App,Fashion,6.06,South,UPI,44.22,Value
19005,101116,2023-03-14,86.04,7,Web,Fashion,3.1,West,UPI,83.37,Value
19006,101116,2023-03-19,55.06,1,App,Electronics,0.0,North,UPI,55.06,Value
19007,101116,2023-04-24,51.11,3,App,Electronics,0.0,South,Card,51.11,Value
19008,101116,2023-07-07,36.14,5,App,Sports,0.18,West,COD,36.07,Value
19009,101116,2023-07-09,82.91,3,Web,Home,11.7,West,Wallet,73.21,Value
19010,101116,2023-07-17,52.76,6,App,Sports,3.41,West,UPI,50.96,Value
19011,101116,2023-10-03,95.55,10,App,Grocery,9.6,North,Card,86.38,Value
19012,101116,2023-10-09,24.39,4,Web,Electronics,1.36,North,UPI,24.06,Value
19013,101116,2023-10-13,112.97,2,App,Grocery,5.14,West,Card,107.16,Value
19014,101116,2023-10-28,60.22,4,Web,Grocery,9.07,North,Card,54.75,Value
19015,101116,2023-11-24,84.37,3,Store,Electronics,3.68,West,COD,81.26,Value
19016,101116,2023-12-19,62.57,4,Web,Fashion,3.66,South,Wallet,60.28,Value
19017,101116,2024-01-12,113.92,5,App,Sports,0.2,South,UPI,113.69,Value
19018,101116,2024-01-16,43.72,1,App,Electronics,0.78,South,UPI,43.38,Value
19019,101116,2024-01-16,31.1,4,App,Beauty,1.26,East,Card,30.71,Value
19020,101116,2024-02-09,171.55,2,App,Grocery,2.38,North,Card,167.47,Value
19021,101116,2024-03-19,43.37,1,App,Home,7.43,South,Wallet,40.14,Value
19022,101116,2024-03-22,128.21,4,Web,Grocery,7.85,North,Card,118.15,Value
19023,101116,2024-04-02,129.73,5,Web,Electronics,10.14,South,COD,116.57,Value
19024,101116,2024-04-23,41.17,1,App,Beauty,6.11,West,COD,38.65,Value
19025,101116,2024-05-11,45.02,3,Web,Fashion,0.42,South,UPI,44.83,Value
19026,101116,2024-05-23,104.89,3,Store,Home,3.34,East,UPI,101.39,Value
19027,101116,2024-06-09,141.04,7,Store,Grocery,0.0,East,UPI,141.04,Value
19028,101116,2024-06-09,70.65,1,Web,Home,13.0,South,Wallet,61.46,Value
19029,101116,2024-06-10,62.58,3,Web,Electronics,18.03,East,Card,51.3,Value
19030,101116,2024-09-09,41.09,4,App,Sports,0.0,South,Card,41.09,Value
19031,101116,2024-10-01,69.06,3,App,Beauty,0.61,East,COD,68.64,Value
19032,101116,2024-10-10,150.72,3,App,Electronics,6.04,East,UPI,141.62,Value
19033,101116,2024-11-09,60.21,4,Web,Fashion,0.0,North,Wallet,60.21,Value
19034,101116,2024-12-12,78.09,1,App,Electronics,4.39,West,Card,74.66,Value
19035,101117,2023-01-21,26.97,2,App,Home,6.0,West,UPI,25.35,Regular
19036,101117,2023-01-31,35.13,2,App,Electronics,0.0,South,UPI,35.13,Regular
19037,101117,2023-02-13,18.48,2,App,Home,13.3,East,Card,16.02,Regular
19038,101117,2023-03-28,138.9,1,App,Fashion,3.11,West,Card,134.58,Regular
19039,101117,2023-04-06,51.46,3,Web,Fashion,7.04,West,Card,47.84,Regular
19040,101117,2023-05-05,51.01,3,Store,Fashion,11.29,North,Card,45.25,Regular
19041,101117,2023-06-02,46.73,6,Web,Electronics,12.35,East,Card,40.96,Regular
19042,101117,2023-08-02,72.79,2,App,Electronics,10.51,West,UPI,65.13,Regular
19043,101117,2023-09-07,108.82,2,App,Fashion,16.69,East,UPI,90.66,Regular
19044,101117,2023-09-17,40.6,1,Web,Home,9.11,East,UPI,36.9,Regular
19045,101117,2023-11-07,112.48,5,App,Electronics,12.8,South,UPI,98.08,Regular
19046,101117,2023-11-17,89.22,4,App,Electronics,5.25,East,Card,84.53,Regular
19047,101117,2024-02-14,125.55,5,Web,Fashion,0.0,North,Card,125.55,Regular
19048,101117,2024-04-25,132.81,2,App,Electronics,0.0,North,Card,132.81,Regular
19049,101117,2024-06-15,50.6,4,App,Electronics,15.14,North,Wallet,42.94,Regular
19050,101117,2024-07-27,101.16,3,App,Grocery,26.97,North,Card,73.87,Regular
19051,101117,2024-07-29,21.93,5,Web,Fashion,2.29,South,UPI,21.43,Regular
19052,101117,2024-08-16,28.12,4,App,Electronics,6.43,East,Card,26.31,Regular
19053,101117,2024-09-04,33.44,1,Web,Electronics,2.02,South,Card,32.76,Regular
19054,101118,2023-02-26,84.61,3,Web,Fashion,2.0,North,COD,82.92,Regular
19055,101118,2023-03-18,28.47,3,App,Sports,16.16,South,Card,23.87,Regular
19056,101118,2023-04-26,46.38,3,App,Home,9.94,East,Wallet,41.77,Regular
19057,101118,2023-05-31,57.69,4,Web,Electronics,5.95,East,COD,54.26,Regular
19058,101118,2023-06-07,55.27,3,Web,Grocery,6.95,West,Wallet,51.44,Regular
19059,101118,2023-08-04,30.93,2,App,Home,11.08,South,Card,27.5,Regular
19060,101118,2023-10-13,53.63,4,Web,Beauty,0.24,South,UPI,53.51,Regular
19061,101118,2024-01-15,56.19,4,Web,Fashion,11.88,East,Card,49.51,Regular
19062,101118,2024-02-04,61.2,1,Web,Home,5.6,South,Card,57.77,Regular
19063,101118,2024-02-05,76.54,2,Store,Fashion,6.72,West,Wallet,71.39,Regular
19064,101118,2024-03-25,24.27,4,App,Electronics,0.11,North,Card,24.24,Regular
19065,101118,2024-05-14,40.82,3,Store,Electronics,0.0,North,UPI,40.82,Regular
19066,101118,2024-06-04,22.51,5,Web,Home,17.05,North,UPI,18.67,Regular
19067,101118,2024-07-06,46.05,2,App,Home,0.0,West,Card,46.05,Regular
19068,101118,2024-07-29,64.61,4,Store,Home,1.86,North,Card,63.41,Regular
19069,101118,2024-09-06,27.06,3,Web,Home,8.78,East,Card,24.69,Regular
19070,101118,2024-12-10,36.16,9,Web,Sports,10.0,North,Card,32.54,Regular
19071,101118,2024-12-25,34.73,6,Web,Sports,10.98,West,Card,30.92,Regular
19072,101118,2024-12-28,116.39,3,App,Grocery,11.75,East,Card,102.72,Regular
19073,101119,2023-03-04,24.11,3,Web,Electronics,14.34,North,Card,20.65,Bargain
19074,101119,2023-05-04,41.68,3,App,Beauty,10.89,North,COD,37.14,Bargain
19075,101119,2023-08-03,28.5,2,Web,Home,13.57,West,UPI,24.63,Bargain
19076,101119,2023-08-12,68.61,1,App,Home,6.8,West,Card,63.94,Bargain
19077,101119,2023-11-05,33.17,1,Web,Fashion,10.9,North,Wallet,29.55,Bargain
19078,101119,2024-01-11,56.06,2,Web,Fashion,10.8,West,Card,50.01,Bargain
19079,101119,2024-06-07,41.96,4,Web,Home,10.39,East,Card,37.59,Bargain
19080,101119,2024-09-01,98.58,2,Store,Fashion,5.31,East,Wallet,93.34,Bargain
19081,101119,2024-10-20,57.85,4,Web,Electronics,18.52,East,Card,47.14,Bargain
19082,101120,2023-02-05,51.72,3,Web,Fashion,10.82,East,Wallet,46.13,Regular
19083,101120,2023-03-06,59.54,4,App,Beauty,14.08,West,Card,51.15,Regular
19084,101120,2023-04-29,80.91,3,Web,Sports,13.41,North,COD,70.06,Regular
19085,101120,2023-05-03,42.53,4,App,Home,4.74,North,Wallet,40.52,Regular
19086,101120,2023-05-23,50.39,2,Store,Home,8.92,North,Card,45.9,Regular
19087,101120,2023-06-10,73.0,2,App,Beauty,13.44,East,COD,63.19,Regular
19088,101120,2023-07-03,31.95,4,Web,Fashion,2.82,West,Card,31.05,Regular
19089,101120,2023-07-10,34.32,3,Web,Fashion,5.67,East,COD,32.38,Regular
19090,101120,2023-08-22,91.94,1,Store,Beauty,14.85,West,Card,78.28,Regular
19091,101120,2023-08-27,79.69,5,App,Sports,19.98,North,UPI,63.77,Regular
19092,101120,2023-10-03,159.49,6,Web,Fashion,16.64,West,Card,132.95,Regular
19093,101120,2024-01-20,42.42,2,Web,Fashion,9.35,West,Card,38.45,Regular
19094,101120,2024-01-21,73.32,4,App,Fashion,10.51,West,UPI,65.62,Regular
19095,101120,2024-02-23,70.81,4,Web,Electronics,7.95,West,Card,65.18,Regular
19096,101120,2024-03-12,36.23,3,Web,Fashion,8.82,North,UPI,33.03,Regular
19097,101120,2024-03-25,62.09,8,Web,Grocery,8.36,South,UPI,56.9,Regular
19098,101120,2024-04-06,35.55,4,App,Sports,7.9,East,Card,32.74,Regular
19099,101120,2024-05-03,28.55,5,Store,Beauty,0.0,North,UPI,28.55,Regular
19100,101121,2023-01-09,44.24,3,App,Grocery,0.0,South,COD,44.24,Value
19101,101121,2023-01-16,174.15,3,Web,Grocery,4.66,South,Card,166.04,Value
19102,101121,2023-02-08,112.68,2,App,Electronics,1.72,West,Card,110.75,Value
19103,101121,2023-04-02,99.22,2,Web,Electronics,3.32,South,Card,95.93,Value
19104,101121,2023-04-06,115.86,3,App,Electronics,2.68,East,Card,112.76,Value
19105,101121,2023-04-12,20.24,2,Web,Electronics,15.16,North,UPI,17.17,Value
19106,101121,2023-04-20,73.9,1,App,Grocery,0.0,East,Card,73.9,Value
19107,101121,2023-07-16,39.93,5,Web,Grocery,0.0,North,Card,39.93,Value
19108,101121,2023-09-05,45.9,5,App,Grocery,5.0,West,UPI,43.6,Value
19109,101121,2023-10-15,43.37,3,App,Home,0.0,West,UPI,43.37,Value
19110,101121,2023-12-10,85.85,2,Web,Sports,8.48,South,UPI,78.57,Value
19111,101121,2023-12-15,32.12,4,App,Beauty,1.02,South,Card,31.79,Value
19112,101121,2024-03-11,132.08,3,Store,Electronics,9.68,South,UPI,119.3,Value
19113,101121,2024-04-09,50.4,2,Store,Beauty,0.82,West,Card,49.99,Value
19114,101121,2024-04-09,101.2,6,Web,Electronics,0.93,West,Card,100.26,Value
19115,101121,2024-07-02,130.48,1,Store,Sports,8.21,West,Card,119.77,Value
19116,101121,2024-07-25,78.32,3,Web,Electronics,2.34,West,Card,76.49,Value
19117,101121,2024-08-23,174.25,1,Store,Fashion,0.13,South,Card,174.03,Value
19118,101121,2024-09-10,91.32,3,Store,Electronics,0.27,West,Wallet,91.07,Value
19119,101121,2024-10-18,108.97,3,Web,Home,5.31,South,Card,103.18,Value
19120,101121,2024-11-12,104.35,1,App,Grocery,0.0,East,Card,104.35,Value
19121,101121,2024-12-02,89.36,5,App,Sports,0.0,North,Card,89.36,Value
19122,101122,2023-02-28,62.92,2,Web,Fashion,5.11,South,Wallet,59.71,Bargain
19123,101122,2023-03-03,26.8,4,Web,Grocery,15.63,South,Card,22.61,Bargain
19124,101122,2023-06-18,55.31,5,Web,Fashion,7.95,East,Card,50.91,Bargain
19125,101122,2023-08-08,46.14,2,App,Sports,2.82,East,UPI,44.84,Bargain
19126,101122,2023-08-14,13.24,3,Store,Beauty,8.05,East,Card,12.17,Bargain
19127,101122,2023-08-30,27.07,3,Web,Grocery,9.9,North,Card,24.39,Bargain
19128,101122,2023-12-01,23.28,3,App,Grocery,6.38,East,Card,21.8,Bargain
19129,101122,2024-01-15,19.89,4,App,Grocery,14.09,South,Card,17.09,Bargain
19130,101122,2024-03-19,79.51,5,Web,Fashion,7.06,West,Wallet,73.9,Bargain
19131,101122,2024-04-03,53.3,2,Web,Grocery,3.13,North,Card,51.64,Bargain
19132,101122,2024-06-26,50.04,3,App,Beauty,4.3,South,UPI,47.89,Bargain
19133,101122,2024-07-07,18.84,2,Web,Electronics,0.0,West,Wallet,18.84,Bargain
19134,101122,2024-09-26,41.14,4,App,Fashion,16.12,North,Card,34.51,Bargain
19135,101122,2024-09-26,18.9,2,Web,Grocery,8.14,West,UPI,17.36,Bargain
19136,101123,2023-01-25,161.6,1,Web,Fashion,6.41,South,Card,151.24,Value
19137,101123,2023-04-01,81.68,2,Web,Fashion,4.3,West,UPI,78.17,Value
19138,101123,2023-04-10,73.08,3,Web,Electronics,4.06,West,Card,70.11,Value
19139,101123,2023-04-28,25.92,6,Web,Grocery,0.0,East,UPI,25.92,Value
19140,101123,2023-05-01,100.94,3,Web,Sports,7.97,West,UPI,92.9,Value
19141,101123,2023-06-11,80.07,2,App,Fashion,0.0,South,COD,80.07,Value
19142,101123,2023-07-07,75.97,5,App,Fashion,5.34,West,Card,71.91,Value
19143,101123,2023-07-19,38.26,3,App,Electronics,8.59,West,Card,34.98,Value
19144,101123,2023-08-20,56.56,3,App,Electronics,6.98,East,Wallet,52.62,Value
19145,101123,2023-10-29,50.73,5,Web,Grocery,0.0,East,UPI,50.73,Value
19146,101123,2023-10-29,60.2,6,Store,Beauty,0.0,East,COD,60.2,Value
19147,101123,2023-12-04,68.5,3,App,Beauty,2.97,North,Card,66.46,Value
19148,101123,2023-12-22,42.36,2,App,Grocery,4.05,East,Card,40.65,Value
19149,101123,2024-03-01,56.56,5,Web,Electronics,4.28,North,Card,54.13,Value
19150,101123,2024-03-03,45.23,4,Store,Fashion,4.71,South,Card,43.1,Value
19151,101123,2024-05-27,158.7,3,Web,Fashion,0.67,North,Wallet,157.64,Value
19152,101124,2023-01-13,18.62,5,Store,Fashion,0.74,South,Card,18.49,Regular
19153,101124,2023-02-07,129.24,4,App,Electronics,8.1,East,Card,118.77,Regular
19154,101124,2023-02-08,60.71,3,Web,Beauty,13.79,West,UPI,52.33,Regular
19155,101124,2023-02-08,38.16,2,Store,Grocery,14.91,North,Card,32.48,Regular
19156,101124,2023-02-23,35.55,5,App,Beauty,6.34,West,UPI,33.3,Regular
19157,101124,2023-07-16,44.74,4,App,Beauty,14.19,East,Card,38.39,Regular
19158,101124,2023-08-02,36.25,2,Store,Fashion,9.43,West,Card,32.83,Regular
19159,101124,2023-09-01,54.97,3,App,Electronics,6.1,South,UPI,51.61,Regular
19160,101124,2023-09-25,26.4,3,Store,Home,4.17,North,Card,25.3,Regular
19161,101124,2023-10-19,259.02,3,App,Grocery,14.62,West,UPI,221.16,Regular
19162,101125,2023-01-18,49.6,3,Web,Beauty,0.0,East,UPI,49.6,Regular
19163,101125,2023-01-21,87.04,4,Web,Electronics,14.14,West,Card,74.73,Regular
19164,101125,2023-01-28,36.08,2,Web,Home,5.69,South,Wallet,34.03,Regular
19165,101125,2023-01-30,54.21,3,App,Fashion,16.06,South,Wallet,45.51,Regular
19166,101125,2023-02-16,52.36,4,App,Fashion,5.31,North,Card,49.58,Regular
19167,101125,2023-03-08,51.35,3,App,Electronics,0.0,East,Card,51.35,Regular
19168,101125,2023-03-19,23.47,5,Web,Fashion,6.68,East,Card,21.9,Regular
19169,101125,2023-03-26,29.67,6,Web,Beauty,15.03,West,Card,25.22,Regular
19170,101125,2023-03-30,46.5,3,Web,Fashion,5.97,East,Card,43.73,Regular
19171,101125,2023-07-10,25.68,1,App,Home,10.89,West,UPI,22.88,Regular
19172,101125,2023-09-09,100.6,3,Web,Electronics,14.58,East,Card,85.93,Regular
19173,101125,2023-11-25,60.94,2,Web,Sports,6.11,East,Card,57.22,Regular
19174,101125,2023-12-15,27.55,2,App,Home,3.12,North,Wallet,26.69,Regular
19175,101125,2024-01-02,55.9,2,App,Grocery,8.42,North,COD,51.19,Regular
19176,101125,2024-03-24,41.19,2,Web,Home,7.87,South,Card,37.95,Regular
19177,101125,2024-04-28,65.12,2,App,Fashion,9.04,South,Card,59.23,Regular
19178,101125,2024-07-12,122.38,4,App,Fashion,9.82,East,Card,110.36,Regular
19179,101125,2024-08-31,115.53,4,App,Home,0.56,North,Card,114.88,Regular
19180,101126,2023-01-06,55.02,2,App,Beauty,13.21,North,UPI,47.75,Regular
19181,101126,2023-01-13,44.97,3,App,Beauty,0.0,East,Card,44.97,Regular
19182,101126,2023-02-21,25.58,4,Store,Home,8.53,West,COD,23.4,Regular
19183,101126,2023-03-28,25.28,2,Web,Sports,0.0,South,UPI,25.28,Regular
19184,101126,2023-08-12,95.5,4,Web,Home,14.37,South,Card,81.78,Regular
19185,101126,2023-09-25,119.89,5,Web,Fashion,17.95,South,Card,98.38,Regular
19186,101126,2023-10-18,18.36,2,App,Electronics,0.0,North,Card,18.36,Regular
19187,101126,2024-01-28,32.43,2,Web,Grocery,6.19,North,Wallet,30.42,Regular
19188,101126,2024-03-13,58.54,5,App,Grocery,6.81,South,Card,54.55,Regular
19189,101126,2024-04-22,96.71,4,Web,Beauty,0.0,West,UPI,96.71,Regular
19190,101127,2023-03-08,99.26,3,App,Sports,7.43,West,Card,91.89,Regular
19191,101127,2023-05-01,88.87,4,App,Home,12.61,West,UPI,77.67,Regular
19192,101127,2023-05-23,33.39,2,App,Home,14.34,North,UPI,28.6,Regular
19193,101127,2023-05-28,65.56,3,Web,Electronics,8.56,North,UPI,59.95,Regular
19194,101127,2023-09-13,14.38,2,Web,Grocery,0.0,South,Card,14.38,Regular
19195,101127,2023-10-10,28.36,3,App,Home,6.5,East,UPI,26.52,Regular
19196,101127,2023-10-26,74.87,6,App,Sports,0.0,East,COD,74.87,Regular
19197,101127,2023-11-04,33.96,1,App,Home,11.32,East,UPI,30.11,Regular
19198,101128,2023-01-22,47.62,3,App,Electronics,8.09,East,Card,43.77,Regular
19199,101128,2023-01-24,58.29,3,Web,Beauty,7.04,West,Card,54.19,Regular
19200,101128,2023-07-18,53.54,2,App,Home,0.0,East,Card,53.54,Regular
19201,101128,2023-09-04,171.13,3,Web,Home,12.99,West,UPI,148.9,Regular
19202,101128,2023-09-06,44.78,5,Web,Fashion,9.34,East,Card,40.6,Regular
19203,101128,2023-10-10,45.28,3,App,Fashion,3.35,West,Wallet,43.77,Regular
19204,101128,2023-11-03,75.84,2,Web,Beauty,6.21,East,COD,71.13,Regular
19205,101128,2023-12-28,79.61,3,App,Electronics,3.2,East,Card,77.06,Regular
19206,101128,2024-01-26,29.28,2,App,Grocery,3.45,West,Card,28.27,Regular
19207,101128,2024-01-31,66.46,3,Web,Sports,11.92,South,Wallet,58.54,Regular
19208,101128,2024-03-17,72.39,3,Web,Grocery,13.48,West,Wallet,62.63,Regular
19209,101128,2024-03-26,95.46,2,App,Beauty,3.58,North,Card,92.04,Regular
19210,101128,2024-03-27,80.25,4,App,Fashion,9.63,West,UPI,72.52,Regular
19211,101128,2024-04-13,53.03,3,Web,Home,0.0,West,Card,53.03,Regular
19212,101128,2024-09-07,80.05,4,App,Electronics,5.3,North,UPI,75.81,Regular
19213,101128,2024-09-28,102.59,3,Web,Electronics,0.49,West,Wallet,102.08,Regular
19214,101128,2024-11-19,116.52,3,Web,Beauty,11.16,South,Wallet,103.52,Regular
19215,101129,2023-02-14,68.56,2,App,Sports,12.16,North,Card,60.23,Bargain
19216,101129,2023-03-16,12.87,1,App,Home,6.62,West,Card,12.02,Bargain
19217,101129,2023-03-16,29.08,3,App,Fashion,8.19,East,Wallet,26.7,Bargain
19218,101129,2023-05-01,45.11,2,App,Grocery,12.45,West,Wallet,39.49,Bargain
19219,101129,2023-05-30,34.55,4,Web,Electronics,10.84,South,Card,30.8,Bargain
19220,101129,2023-06-23,41.26,8,Web,Fashion,7.59,West,UPI,38.13,Bargain
19221,101129,2023-08-13,39.95,2,App,Grocery,14.22,East,COD,34.27,Bargain
19222,101129,2023-08-25,15.47,3,App,Sports,9.45,West,COD,14.01,Bargain
19223,101129,2023-09-03,15.61,5,App,Fashion,2.04,East,COD,15.29,Bargain
19224,101129,2023-09-18,31.36,7,Web,Electronics,17.19,East,Card,25.97,Bargain
19225,101129,2023-11-24,41.33,4,App,Home,5.82,West,Card,38.93,Bargain
19226,101129,2024-01-08,84.8,2,Web,Fashion,6.32,East,UPI,79.44,Bargain
19227,101129,2024-01-13,15.94,2,Web,Grocery,5.03,North,Wallet,15.14,Bargain
19228,101129,2024-03-06,9.77,3,App,Sports,11.95,West,Wallet,8.61,Bargain
19229,101129,2024-05-09,235.33,5,Web,Sports,7.55,East,Card,217.55,Bargain
19230,101129,2024-05-14,59.95,3,Web,Beauty,16.86,South,COD,49.85,Bargain
19231,101129,2024-07-12,21.04,4,Web,Grocery,0.2,East,Card,21.0,Bargain
19232,101129,2024-07-18,40.26,4,App,Fashion,3.51,South,UPI,38.85,Bargain
19233,101130,2023-01-26,45.57,3,Web,Home,5.19,North,UPI,43.21,Bargain
19234,101130,2023-03-24,33.51,5,Web,Home,3.49,North,UPI,32.34,Bargain
19235,101130,2023-06-02,38.83,2,Web,Electronics,12.06,North,UPI,34.15,Bargain
19236,101130,2023-07-19,28.2,2,Web,Home,14.05,West,Card,24.23,Bargain
19237,101130,2023-07-26,15.69,4,Web,Electronics,5.73,North,COD,14.79,Bargain
19238,101130,2023-11-24,14.88,2,Store,Electronics,0.0,South,Wallet,14.88,Bargain
19239,101130,2024-02-07,19.35,2,App,Fashion,15.63,West,Card,16.32,Bargain
19240,101131,2023-02-01,40.32,3,App,Beauty,0.33,South,Wallet,40.18,Regular
19241,101131,2023-03-10,70.94,1,App,Grocery,12.11,West,UPI,62.35,Regular
19242,101131,2023-04-10,107.52,2,App,Fashion,9.44,East,UPI,97.37,Regular
19243,101131,2023-04-14,66.26,4,App,Home,7.1,West,Card,61.56,Regular
19244,101131,2023-05-24,46.19,1,App,Electronics,8.83,West,Card,42.11,Regular
19245,101131,2023-06-05,34.3,6,App,Fashion,1.94,West,Card,33.63,Regular
19246,101131,2023-06-17,64.8,3,Web,Grocery,10.36,East,Card,58.09,Regular
19247,101131,2023-07-23,18.33,5,Web,Electronics,0.0,North,Card,18.33,Regular
19248,101131,2023-09-18,37.32,4,App,Fashion,3.36,South,COD,36.07,Regular
19249,101131,2023-11-10,37.41,5,Web,Fashion,11.05,East,Wallet,33.28,Regular
19250,101131,2023-11-11,59.34,4,App,Fashion,6.21,South,Card,55.65,Regular
19251,101131,2024-01-03,139.6,4,App,Grocery,14.2,South,UPI,119.78,Regular
19252,101131,2024-03-02,87.45,2,App,Fashion,13.86,North,UPI,75.34,Regular
19253,101131,2024-04-14,40.85,4,App,Grocery,12.78,West,Card,35.63,Regular
19254,101131,2024-05-05,42.9,4,App,Grocery,8.68,South,Card,39.18,Regular
19255,101131,2024-05-19,22.11,2,App,Beauty,11.36,West,Wallet,19.6,Regular
19256,101131,2024-05-21,33.15,1,Web,Beauty,13.61,West,Card,28.64,Regular
19257,101131,2024-07-08,80.13,2,App,Sports,15.23,South,UPI,67.92,Regular
19258,101131,2024-07-16,85.22,1,Store,Sports,0.0,West,UPI,85.22,Regular
19259,101131,2024-09-27,21.48,5,Web,Home,3.75,East,UPI,20.68,Regular
19260,101132,2023-01-05,212.95,5,Web,Home,5.66,East,Card,200.89,Value
19261,101132,2023-01-16,63.82,3,App,Grocery,2.43,South,UPI,62.27,Value
19262,101132,2023-01-18,69.69,3,Store,Home,5.63,North,UPI,65.77,Value
19263,101132,2023-01-28,88.09,5,App,Beauty,14.9,East,COD,74.97,Value
19264,101132,2023-02-21,75.83,4,App,Fashion,10.4,East,Card,67.94,Value
19265,101132,2023-02-21,67.89,2,App,Grocery,4.03,East,Card,65.15,Value
19266,101132,2023-03-07,89.27,2,Web,Sports,0.0,West,Card,89.27,Value
19267,101132,2023-03-25,61.8,4,Web,Fashion,9.22,South,COD,56.1,Value
19268,101132,2023-03-30,104.56,3,App,Sports,5.31,East,UPI,99.01,Value
19269,101132,2023-04-23,21.01,2,Store,Beauty,7.65,East,Card,19.41,Value
19270,101132,2023-05-07,98.62,2,Store,Beauty,12.33,West,UPI,86.46,Value
19271,101132,2023-05-16,58.66,2,Store,Grocery,6.27,West,COD,54.99,Value
19272,101132,2023-06-13,109.87,8,Web,Home,7.07,West,Card,102.1,Value
19273,101132,2023-06-21,49.71,2,App,Fashion,4.94,West,Card,47.25,Value
19274,101132,2023-07-24,75.14,2,Web,Fashion,11.78,West,UPI,66.29,Value
19275,101132,2023-07-27,65.95,4,Web,Beauty,0.0,West,Card,65.95,Value
19276,101132,2023-07-31,63.55,1,Web,Electronics,5.74,North,UPI,59.9,Value
19277,101132,2023-08-10,35.29,1,Web,Sports,0.0,West,UPI,35.29,Value
19278,101132,2023-08-12,71.21,2,App,Sports,6.44,East,UPI,66.63,Value
19279,101132,2023-09-08,45.48,1,App,Home,14.65,North,Card,38.82,Value
19280,101132,2023-09-29,40.7,4,App,Home,3.79,South,Wallet,39.16,Value
19281,101132,2023-10-10,86.03,5,Web,Beauty,3.33,South,COD,83.17,Value
19282,101132,2023-11-07,35.08,6,Web,Fashion,4.75,West,COD,33.42,Value
19283,101132,2023-11-21,119.91,2,Web,Grocery,7.42,East,COD,111.02,Value
19284,101132,2024-02-07,70.65,3,Web,Electronics,4.53,South,Card,67.45,Value
19285,101132,2024-02-18,96.09,7,Web,Sports,0.0,South,Wallet,96.09,Value
19286,101132,2024-03-01,39.36,6,Web,Home,11.68,East,Card,34.76,Value
19287,101132,2024-05-25,49.33,2,Web,Grocery,7.55,North,Wallet,45.61,Value
19288,101132,2024-06-07,49.68,4,Web,Grocery,10.45,South,Card,44.49,Value
19289,101132,2024-06-15,99.07,4,Store,Electronics,4.94,North,UPI,94.18,Value
19290,101132,2024-06-17,134.41,5,Web,Electronics,13.71,West,Card,115.98,Value
19291,101132,2024-06-19,90.41,5,App,Home,6.08,North,UPI,84.91,Value
19292,101132,2024-06-23,147.35,4,Web,Home,0.0,South,COD,147.35,Value
19293,101132,2024-08-12,70.88,3,Web,Home,3.78,East,Card,68.2,Value
19294,101132,2024-08-24,26.4,2,App,Fashion,0.77,East,Wallet,26.2,Value
